"New Sort","Original Sort","Year","Trip","Ship","Comments","Transit","Arrival","Departure","Port","Port City","Port State","Port Country","Area","Original Date Span","Original Complete Port","","","","","","","","","",""
"703","782","","","","","-3","03/02/75","03/05/75","3","Acapulco","Guerrero","Mexico","","02-05 Mar 75","Acapulco, Mexico","","","","","","","","","",""
"704","783","","","","","4","03/09/75","03/12/75","3","San Diego","California","USA","","09-12 Mar 75","San Diego","","","","","","","","","",""
"705","784","","","","8911 miles","2","03/14/75","03/14/75","0","Vallejo","California","USA","","03/14/75","Vallejo","","","","","","","","","",""
"706","","","","","","","","","","","","","","","","","","","","","","","","",""
"707","787","1976","New Zealand","Golden Bear II","","","01/12/76","01/12/76","0","Vallejo","California","USA","","01/12/76","Vallejo","","","","","","","","","",""
"708","788","","","","Underway Training","1","01/13/76","01/17/76","4","San Clemente Island","California","USA","","13-17 Jan 76","San Clemente Island","","","","","","","","","",""
"709","789","","","","","60","03/17/76","03/21/76","4","Long Beach","California","USA","","17-21 Mar 76","Long Beach, Calif","","","","","","","","","",""
"710","790","","","","","-49","02/01/76","02/05/76","4","Papeete","Tahiti","French Polynesia","South Pacific","01-05 Feb 76","Papeete, Tahiti","","","","","","","","","",""
"711","791","","","","","6","02/11/76","02/15/76","4","Auckland","","New Zealand","","11-15 Feb 76","Auckland, New Zealand","","","","","","","","","",""
"712","792","","","","to  Hono  instead","11","02/26/76","03/01/76","4","Hilo","Hawaii","USA","","26 Feb-01 Mar 76","Hilo, Hawaii","","","","","","","","","",""
"713","793","","","","","-4","02/26/76","03/01/76","4","Honolulu","Hawaii","USA","","26 Feb-01 Mar 76","Honolulu, Hawaii","","","","","","","","","",""
"714","794","","","","","6","03/07/76","03/10/76","3","San Diego","California","USA","","07-10 Mar 76","San Diego","","","","","","","","","",""
"715","795","","","","13,215 miles","2","03/12/76","03/12/76","0","Vallejo","California","USA","","03/12/76","Vallejo","","","","","","","","","",""
"716","","","","","","","","","","","","","","","","","","","","","","","","",""
"717","798","1977","S. America","Golden Bear II","","","01/16/77","01/16/77","0","Vallejo","California","USA","","01/16/77","Vallejo","","","","","","","","","",""
"718","799","","","","Underway Training","1","01/17/77","01/22/77","5","San Clemente Island","California","USA","","17-22 Jan 77","San Clemente Island","","","","","","","","","",""
"719","800","","","","","0","01/22/77","01/27/77","5","Los Angeles","California","USA","","22-27 Jan 77","Los Angeles","","","","","","","","","",""
"720","801","","","","orig Acapulco    resked end of cruise","6","02/02/77","02/06/77","4","Puerto Vallarta","","Mexico","","02-06 Feb 77","Puerto Villarta, Mex","","","","","","","","","",""
"721","802","","","","","-3","02/03/77","02/07/77","4","Acajutla","","El Salvador","","03-07 Feb 77","Acajutla, El Salvador","","","","","","","","","",""
"722","803","","","","Cancelled","2","02/09/77","02/12/77","3","Academy Bay","","Ecuador","","09-12 Feb 77","Academy Bay, Gallapogos Isl.","","","","","","","","","",""
"723","804","","","","Cadet Mike Swiston killed","-2","02/10/77","02/14/77","4","Guayaquil","","Ecuador","","10-14 Feb 77","Guayaquil, Ecuador","","","","","","","","","",""
"724","805","","","","","2","02/16/77","02/20/77","4","Callao","","Peru","","16-20 Feb 77","Callao, Peru","","","","","","","","","",""
"725","806","","","","unsked brief emerg. medical stop","7","02/27/77","02/27/77","0","Acapulco","Guerrero","Mexico","","02/27/76","Acapulco, Mexico","","","","","","","","","",""
"726","807","","","","","1","02/28/77","03/04/77","4","Puerto Vallarta","","Mexico","","28 Feb-04 Mar 77","Puerto Vallarta, Mexico","","","","","","","","","",""
"727","808","","","","","3","03/07/77","03/09/77","2","San Diego","California","USA","","07-09 Mar 77","San Diego, Calif","","","","","","","","","",""
"728","809","","","","8981 miles","2","03/11/77","03/11/77","0","Vallejo","California","USA","","03/11/77","Vallejo","","","","","","","","","",""
"729","","","","","","","","","","","","","","","","","","","","","","","","",""
"730","812","1978","South Pacific","Golden Bear II","","","01/15/78","01/15/78","0","Vallejo","California","USA","","01/15/78","Vallejo","","","","","","","","","",""
"731","813","","","","Underway Training","1","01/16/78","01/21/78","5","San Clemente Island","California","USA","","16-21 Jan 78","San Clemente Island","","","","","","","","","",""
"732","814","","","","","0","01/21/78","01/24/78","3","Los Angeles","California","USA","","21-24 Jan 78","Los Angeles","","","","","","","","","",""
"733","815","","","","","7","01/31/78","02/04/78","4","Honolulu","Hawaii","USA","","31 Jan-04 Feb 78","Honolulu","","","","","","","","","",""
"734","816","","","","Underway Training","0","02/04/78","02/10/78","6","Lahaina Roads","Hawaii","USA","","04-10 Feb 78","Lahaina Roads, Maui, Hawaii","","","","","","","","","",""
"735","817","","","","enroute - crossed Equator at Dateline","10","02/20/78","02/24/78","4","Noumea","","New Caledonia","South Pacific","20-24 Feb 78","Noumea, New Caledonia","","","","","","","","","",""
"736","818","","","","","3","02/27/78","03/02/78","3","Suva","","Fiji","South Pacific","27 Feb-02 Mar 78","Suva, Fiji Islands","","","","","","","","","",""
"737","819","","","","","8","03/10/78","03/14/78","4","Hilo","Hawaii","USA","","10-14 Mar 78","Hilo, Hawaii","","","","","","","","","",""
"738","820","","","","","6","03/20/78","03/22/78","2","San Diego","California","USA","","20-22 Mar 78","San Diego, Calif","","","","","","","","","",""
"739","821","","","","12,348 miles","2","03/24/78","03/24/78","0","Vallejo","California","USA","","03/24/78","Vallejo","","","","","","","","","",""
"740","","","","","","","","","","","","","","","","","","","","","","","","",""
"741","824","1979","Americas ""Intercoastal""","Golden Bear II","","","01/14/79","01/14/79","0","Vallejo","California","USA","","01/14/79","Vallejo","","","","","","","","","",""
"742","825","","","","Underway Training","0","01/14/79","01/18/79","4","San Francisco Bay","California","USA","","14-18 Jan 79","San Fran Bay","","","","","","","","","",""
"743","826","","","","","0","01/18/79","01/20/79","2","Sacramento","California","USA","","18-20 Jan 79","Sacramento","","","","","","","","","",""
"744","827","","","","","2","01/22/79","01/29/79","7","San Diego","California","USA","","22-29 Jan 79","San Diego","","","","","","","","","",""
"745","828","","","","","9","02/07/79","02/10/79","3","Balboa","Canal Zone","Panama","","07-10 Feb 79","Balboa, CZ","","","","","","","","","",""
"746","829","","","","originally proposed","-5","02/05/79","02/05/79","0","Punta Arenas, Costa Rica","","Costa Rica","","05-08 Feb 79","Punta Arenas, Costa Rica","","","","","","","","","",""
"747","830","","","","","5","02/10/79","02/10/79","0","Cristobal","Canal Zone","Panama","","02/10/79","Cristobal, CZ","","","","","","","","","",""
"748","831","","","","","7","02/17/79","02/21/79","4","New Orleans","Louisiana","USA","","17-21 Feb 79","New Orleans","","","","","","","","","",""
"749","832","","","","","5","02/26/79","02/27/79","1","Cristobal","Canal Zone","Panama","","26-27 Feb 79","Cristobal, CZ","","","","","","","","","",""
"750","833","","","","originally proposed","-7","02/20/79","","0","Papeete","Tahiti","French Polynesia","South Pacific","20-23 Feb 79","Papeete, Tahiti","","","","","","","","","",""
"751","834","","","a","originally proposed","10","03/02/79","","0","Kahului","Hawaii","USA","","02-05 Mar 79","Kahului, Maui, Hawaii","","","","","","","","","",""
"752","835","","","","originally proposed","3","03/05/79","","0","Honolulu","Hawaii","USA","","05-07 Mar 79","Honolulu","","","","","","","","","",""
"753","836","","","","","0","03/05/79","03/09/79","4","Mazatlan","Sinaloa","Mexico","","05-09 Mar 79","Mazatlan, Mexico","","","","","","","","","",""
"754","837","","","","Cancelled","5","03/14/79","","0","Tacoma","Washington","USA","","14-16 Mar 79","Tacoma, Wash","","","","","","","","","",""
"755","838","","","","","1","03/15/79","03/18/79","3","Seattle","Washington","USA","","15-18 Mar 79","Seattle, Wash","","","","","","","","","",""
"756","839","","","","","1","03/19/79","03/21/79","2","Portland","Oregon","USA","","19-21 Mar 79","Portland, Oregon","","","","","","","","","",""
"757","840","","","","11,637 miles","2","03/23/79","03/23/79","0","Vallejo","California","USA","","03/23/79","Vallejo","","","","","","","","","",""
"758","","","","","","","","","","","","","","","","","","","","","","","","",""
"759","843","1980","East Pacific","Golden Bear II","","","01/19/80","01/19/80","0","Vallejo","California","USA","","01/19/80","Vallejo","","","","","","","","","",""
"760","844","","","","Including training at NavSta","1","01/20/80","01/28/80","8","San Diego","California","USA","","20-28 Jan 80","San Diego","","","","","","","","","",""
"761","845","","","","Underway Training","2","01/30/80","02/05/80","6","Cedros Island","","Mexico","","30 Jan-05 Feb 80","Isla Cedos, Mexico","","","","","","","","","",""
"762","846","","","","","3","02/08/80","02/12/80","4","Manzanillo","Colima","Mexico","","08-12 Feb 80","Manzanillo, Mex","","","","","","","","","",""
"763","847","","","","went to Callao instead due to politics","14","02/26/80","03/01/80","4","Valparaiso","","Chile","","26 Feb-01 Mar 80","Valparaiso, Chile","","","","","","","","","",""
"764","848","","","","","-8","02/22/80","02/28/80","6","Callao","","Peru","","22-28 Feb 80","Callao, Peru","","","","","","","","","",""
"765","849","","","","added to itinerary","7","03/06/80","03/09/80","3","Punta Arenas, Costa Rica","","Costa Rica","","06-09 Mar 80","Puntarenas, Costa Rica","","","","","","","","","",""
"766","850","","","","","4","03/13/80","03/18/80","5","Acapulco","Guerrero","Mexico","","13-18 Mar 80","Acapulco, Mex","","","","","","","","","",""
"767","851","","","","cancelled due to fuel costs","2","03/20/80","03/20/80","0","Vancouver","British Columbia","Canada","","","Vancouver, B.C.","","","","","","","","","",""
"768","852","","","","Fuel Stop & Clear Customs","4","03/24/80","03/25/80","1","San Diego","California","USA","","03/24/80","San Diego","","","","","","","","","",""
"769","853","","","","9966 miles","1","03/26/80","03/26/80","0","Vallejo","California","USA","","03/26/80","Vallejo","","","","","","","","","",""
"770","","","","","","","","","","","","","","","","","","","","","","","","",""
"771","856","1981","New Zealand","Golden Bear II","","","01/19/81","01/19/81","0","Vallejo","California","USA","","01/19/81","Vallejo","","","","","","","","","",""
"772","857","","","","anchored - repairs","0","01/19/81","01/21/81","2","San Francisco Bay","California","USA","","19-21 Jan 81","San Fran Bay","","","","","","","","","",""
"773","858","","","","Underway Training","6","01/27/81","02/03/81","7","Lahaina Roads","Hawaii","USA","","27 Jan-03 Feb 81","Lahaina Roads, Hawaii","","","","","","","","","",""
"774","859","","","","fuel stop & painting","0","02/03/81","02/04/81","1","Honolulu","Hawaii","USA","","02/03/81","Honolulu","","","","","","","","","",""
"775","860","","","","cancelled, no pier space avail.","0","02/04/81","02/04/81","0","Kahului","Alaska","USA","","04-07 Feb 81","Kahului, Maui      ","","","","","","","","","",""
"776","861","","","","","0","02/04/81","02/07/81","3","Lahaina Roads","Hawaii","USA","","04-07 Feb 81","Lahaina Roads, Hawaii","","","","","","","","","",""
"777","862","","","","","10","02/17/81","02/21/81","4","Nukualofa","","Tonga","South Pacific","17-21 Feb 81","Nukualofa, Tonga Islands","","","","","","","","","",""
"778","863","","","","","6","02/27/81","03/03/81","4","Auckland","","New Zealand","","27 Feb-03 Mar 81","Auckland, NZ","","","","","","","","","",""
"779","864","","","","","4","03/07/81","03/09/81","2","Pago Pago","","American Samoa","South Pacific","07-09 Mar 81","Pago Pago, Am. Samoa","","","","","","","","","",""
"780","865","","","","","7","03/16/81","03/20/81","4","Honolulu","Hawaii","USA","","16-20 Mar 81","Honolulu","","","","","","","","","",""
"781","866","","","","11,827 miles","7","03/27/81","03/27/81","0","Vallejo","California","USA","","03/27/81","Vallejo","","","","","","","","","",""
"782","","","","","","","","","","","","","","","","","","","","","","","","",""
"783","869","1982","Latin America","Golden Bear II","","","01/18/82","01/18/82","0","Vallejo","California","USA","","01/18/82","Vallejo","","","","","","","","","",""
"784","870","","","","anchored, boat drills","0","01/18/82","01/20/82","2","San Francisco Bay","California","USA","","18-20 Jan 82","San Fran Bay","","","","","","","","","",""
"785","871","","","","","0","01/20/82","01/22/82","2","Sacramento","California","USA","","20-22 Jan 82","Sacramento","","","","","","","","","",""
"786","872","","","","Fuel Stop","0","01/22/82","01/26/82","4","MARAD fleet","California","USA","","22-26 Jan 82","MARAD fleet, Suisun Bay","","","","","","","","","",""
"787","873","","","","Underway Training","2","01/28/82","01/28/82","0","San Clemente Island","California","USA","","","San Clemente Island","","","","","","","","","",""
"788","874","","","","Underway Training","-1","01/27/82","02/02/82","6","Cedros Island","","Mexico","","27 Jan-02 Feb 82","Isla Cedros, Mexico","","","","","","","","","",""
"789","875","","","","originally planned for LaPaz","2","02/04/82","02/08/82","4","Guaymas","","Mexico","","04-08 Feb 82","Guaymas Mex  ","","","","","","","","","",""
"790","876","","","","chg of ports due to scheduling","-4","02/04/82","02/08/82","4","Ensenada","Baja California","Mexico","","04-08 Feb 82","Ensenada, Mexico","","","","","","","","","",""
"791","877","","","","","10","02/18/82","02/22/82","4","Rodman","Balboa","Panama","","18-22 Feb 82","Rodman, Balboa, Panama","","","","","","","","","",""
"792","878","","","","","11","03/05/82","03/09/82","4","Manzanillo","Colima","Mexico","","05-09 Mar 82","Manzanillo, Mex","","","","","","","","","",""
"793","879","","","","","-5","03/04/82","03/08/82","4","Lazaro Cardenas","","Mexico","","04-08 Mar 82","Lazaro Cardenas, Mexico","","","","","","","","","",""
"794","880","","","","emerg medical stop + customs & fuel","4","03/12/82","03/13/82","1","San Diego","California","USA","","12-13 Mar 82","San Diego","","","","","","","","","",""
"795","881","","","","","5","03/18/82","03/23/82","5","Seattle","Washington","USA","","18-23 Mar 82","Seattle","","","","","","","","","",""
"796","882","","","","8777 miles","3","03/26/82","03/26/82","0","Vallejo","California","USA","","03/26/82","Vallejo","","","","","","","","","",""
"797","","","","","","","","","","","","","","","","","","","","","","","","",""
"798","885","1983","Hawaii","Golden Bear II","","","01/18/83","01/18/83","0","Vallejo","California","USA","","01/18/83","Vallejo","","","","","","","","","",""
"799","886","","","","Underway Training","1","01/19/83","01/21/83","2","San Clemente Island","California","USA","","19-21 Jan 83","San Clemente Island","","","","","","","","","",""
"800","887","","","","","0","01/21/83","01/24/83","3","Long Beach","California","USA","","21-24 Jan 83","Long Beach","","","","","","","","","",""
"801","888","","","","Underway Training","1","01/25/83","01/27/83","2","Bahia de Todos Santos","Baja California","Mexico","","25-27 Jan 83","Bahia de Todos, Mexico","","","","","","","","","",""
"802","889","","","","","1","01/28/83","01/31/83","3","San Diego","California","USA","","28-31 Jan 83","San Diego","","","","","","","","","",""
"803","890","","","","Underway Training","29","03/01/83","03/02/83","1","Cedros Island","Baja California","Mexico","","01-02 Mar 83","Cedros Island, Mex.","","","","","","","","","",""
"804","891","","","","","-27","02/03/83","02/07/83","4","Cabo San Lucas","Baja California","Mexico","","03-07 Feb 83","Cabo San Lucas, Mex","","","","","","","","","",""
"805","892","","","","","10","02/17/83","02/21/83","4","Papeete","Tahiti","French Polynesia","South Pacific","17-21 Feb 83","Papeete, Tahiti","","","","","","","","","",""
"806","893","","","","enroute - provided medivac","10","03/03/83","03/07/83","4","Hilo","Hawaii","USA","","03-07 Mar 83","Hilo Hawaii","","","","","","","","","",""
"807","894","","","","Underway Training","1","03/08/83","03/11/83","3","Lahaina Roads","Hawaii","USA","","08-11 Mar 83","Lahaina Roads, Hawaii","","","","","","","","","",""
"808","895","","","","","0","03/11/83","03/14/83","3","Lahaina","Hawaii","USA","","11-14 Mar 83","Lahaina, Maui, Hawaii","","","","","","","","","",""
"809","896","","","","","8","03/22/83","03/25/83","3","San Francisco","California","USA","","22-25 Mar 83","San Francisco","","","","","","","","","",""
"810","897","","","","9,100 miles","0","03/25/83","03/25/83","0","Vallejo","California","USA","","03/25/83","Vallejo","","","","","","","","","",""
"811","","","","","","","","","","","","","","","","","","","","","","","","",""
"812","900","1984","Pacific Coast","Golden Bear II","","","01/16/84","01/16/84","0","Vallejo","California","USA","","01/16/84","Vallejo","","","","","","","","","",""
"813","901","","","","","5","01/21/84","01/25/84","4","Los Angeles","California","USA","","21-25 Jan 84","Los Angeles","","","","","","","","","",""
"814","902","","","","Underway Training","2","01/27/84","01/29/84","2","Bahia de Todos Santos","Baja California","Mexico","","27-29 Jan 84","Bahia de Todos Santos, Mex","","","","","","","","","",""
"815","903","","","","Underway Training","1","01/30/84","02/01/84","2","Cedros Island","Baja California","Mexico","","30 Jan-01 Feb 84","Cedros Island, Mex.","","","","","","","","","",""
"816","904","","","","","1","02/02/84","02/07/84","5","Zihuatanejo","","Mexico","","02-07 Feb 84","Zihuatenejo, Mexico","","","","","","","","","",""
"817","905","","","","Underway Training","3","02/10/84","02/15/84","5","Gulf of Panama","","Panama","","10-15 Feb 84","Gulf of Panama","","","","","","","","","",""
"818","906","","","","","1","02/16/84","02/20/84","4","Balboa","Canal Zone","Panama","","16-20 Feb 84","Balboa, CZ","","","","","","","","","",""
"819","907","","","","Underway Training","1","02/21/84","02/28/84","7","Gulf of Panama","","Panama","","21-28 Feb 84","Gulf of Panama","","","","","","","","","",""
"820","908","","","","","2","03/01/84","03/05/84","4","Puerto Vallarta","","Mexico","","01-05 Mar 84","Puerto Vallarta, Mex","","","","","","","","","",""
"821","909","","","","","7","03/12/84","03/16/84","4","Vancouver","British Columbia","Canada","","12-16 Mar 84","Vancouver BC","","","","","","","","","",""
"822","910","","","","","3","03/19/84","03/21/84","2","Portland","Oregon","USA","","19-21 Mar 84","Portland, Oregon","","","","","","","","","",""
"823","911","","","","11,449 miles","2","03/23/84","03/23/84","0","Vallejo","California","USA","","03/23/84","Vallejo","","","","","","","","","",""
"824","","","","","","","","","","","","","","","","","","","","","","","","",""
"825","914","1985","West Pacific","Golden Bear II","","","01/16/85","01/16/85","0","Vallejo","California","USA","","01/16/85","Vallejo","","","","","","","","","",""
"826","915","","","","","8","01/24/85","01/28/85","4","Lahaina","Hawaii","USA","","24-28 Jan 85","Lahaina, Hawaii","","","","","","","","","",""
"827","916","","","","","11","02/08/85","02/10/85","2","Apra","Guam","","South Pacific","08-10 Feb 85","Apra, Guam, Marianas","","","","","","","","","",""
"828","917","","","","","5","02/15/85","02/19/85","4","Hong Kong","","China","","15-19 Feb 85","Hong Kong","","","","","","","","","",""
"829","918","","","","clearance not rec'd ","3","02/22/85","02/26/85","4","Shanghai","","China","","22-26 Feb 85","Shanghai, China","","","","","","","","","",""
"830","919","","","","","-4","02/22/85","02/26/85","4","Manila","","Philippines","","22-26 Feb 85","Manila, Philippines","","","","","","","","","",""
"831","920","","","","","2","02/28/85","03/04/85","4","Naha"," Japan","Japan","","28 Feb-04 Mar 85","Naha, Okinawa, Japan","","","","","","","","","",""
"832","921","","","","","11","03/15/85","03/19/85","4","Honolulu","Hawaii","USA","","15-19 Mar 85","Honolulu","","","","","","","","","",""
"833","922","","","","","8","03/27/85","03/29/85","2","San Francisco","California","USA","","27-29 Mar 85","San Francisco","","","","","","","","","",""
"834","923","","","","14,596 miles","0","03/29/85","03/29/85","0","Vallejo","California","USA","","03/29/85","Vallejo","","","","","","","","","",""
"835","","","","","","","","","","","","","","","","","","","","","","","","",""
"836","926","","","","drydock  (before or after 85 cruise?)","","04/15/85","04/30/85","15","drydock","","","","03/30/85","","","","","","","","","","",""
"837","","","","","","","","","","","","","","","","","","","","","","","","",""
"838","929","1986-1","""Down Under""","Golden Bear II","","","01/17/86","01/17/86","0","Vallejo","California","USA","","01/17/86","Vallejo","","","","","","","","","",""
"839","930","","","","","9","01/26/86","02/01/86","6","Lahaina","Hawaii","USA","","26 Jan-01 Feb 86","Lahaina Hawaii","","","","","","","","","",""
"840","931","","","","","7","02/08/86","02/10/86","2","Nukualofa","","Tonga","South Pacific","08-10 Feb 86","Nukualofa, Tonga","","","","","","","","","",""
"841","932","","","","went to Sydney instead","3","02/13/86","02/17/86","4","Auckland","","New Zealand","","13-17 Feb 86","Auckland, New Zealand","","","","","","","","","",""
"842","933","","","","","-2","02/15/86","02/19/86","4","Sydney","","Australia","","15-19 Feb 86","Sydney, Australia","","","","","","","","","",""
"843","934","","","","World Fair Expo 88","2","02/21/86","02/25/86","4","Brisbane","","Australia","","21-25 Feb 86","Brisbane, Australia","","","","","","","","","",""
"844","935","","","","Rotary relief cargo delivered","4","03/01/86","03/03/86","2","Suva","","Fiji","South Pacific","01-03 Mar 86","Suva, Fiji Islands","","","","","","","","","",""
"845","936","","","","","2","03/05/86","03/07/86","2","Apia","Guam","","South Pacific","05-07 Mar 86","Apia,  W.Samoa","","","","","","","","","",""
"846","937","","","","went to Samoa instead","5","03/12/86","03/14/86","2","Hilo","Hawaii","USA","","12-14 Mar 86","Hilo, Hawaii","","","","","","","","","",""
"847","938","","","","and 4 hour mini-cruise","7","03/21/86","03/23/86","2","San Diego","California","USA","","21-23 Mar 86","San Diego","","","","","","","","","",""
"848","939","","","","","1","03/24/86","03/25/86","1","Santa Barbara","California","USA","","24-25 Mar 86","Santa Barbara","","","","","","","","","",""
"849","940","","","","cadet recruiting","1","03/26/86","03/27/86","1","Oakland","California","USA","","26-27 Mar 86","Oakland ","","","","","","","","","",""
"850","941","","","","15,060 miles","1","03/28/86","03/28/86","0","Vallejo","California","USA","","03/28/86","Vallejo","","","","","","","","","",""
"851","","","","","","","","","","","","","","","","","","","","","","","","",""
"852","944","1986-2","Mini-Cruise","Golden Bear II","one day cruise","","06/01/86","06/01/86","0","Vallejo","California","USA","","??   Jun 86","Vallejo","","","","","","","","","",""
"853","945","","","","Vallejo Maritime Day + Navy League Conv.","","","","","San Francisco","California","USA","","","San Francisco","","","","","","","","","",""
"854","946","","","","","","06/01/86","06/01/86","0","Vallejo","California","USA","","??   Jun 86","Vallejo","","","","","","","","","",""
"855","","","","","","","","","","","","","","","","","","","","","","","","",""
"856","949","1986-3","Mini-Cruise","Golden Bear II","","","07/26/86","07/26/86","0","Vallejo","California","USA","","07/26/86","Vallejo","","","","","","","","","",""
"857","950","","","","Expo '86 World's Fair   (6 days)","","","","","Vancouver","British Columbia","Canada","","","Vancouver BC","","","","","","","","","",""
"858","951","","","","","","08/06/86","08/06/86","0","Vallejo","California","USA","","08/06/86","Vallejo","","","","","","","","","",""
"859","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","954","1987","Japan","Golden Bear II","","","01/14/87","01/14/87","0","Vallejo","California","USA","","01/14/87","Vallejo","","","","","","","","","",""
"861","955","","","","","0","01/14/87","01/16/87","2","Sacramento","California","USA","","14-16 Jan 87","Sacramento","","","","","","","","","",""
"862","956","","","","","7","01/23/87","01/27/87","4","Honolulu","Hawaii","USA","","23-27 Jan 87","Honolulu","","","","","","","","","",""
"863","957","","","","Cancelled due to political unrest","","","","","Chi-lung Chiang","","Taiwan","","","Chi-lung Chiang, Taiwan","","","","","","","","","",""
"864","958","","","","emerg stop only - medivac","","02/06/87","02/07/87","1","Apra","Guam","","South Pacific","02/06/87","Apra Harbor, Guam","","","","","","","","","",""
"865","959","","","","Instead of Taiwan","3","02/10/87","02/14/87","4","Cebu City","","Philippines","","10-14 Feb 87","Cebu City, Philippines","","","","","","","","","",""
"866","960","","","","","4","02/18/87","02/22/87","4","Singapore","","Malaysia","","18-22 Feb 87","Singapore","","","","","","","","","",""
"867","961","","","","visit by US SecState George Shultz","4","02/26/87","03/02/87","4","Hong Kong","","China","","26 Feb-02 Mar 87","Hong Kong","","","","","","","","","",""
"868","962","","","","","5","03/07/87","03/09/87","2","Kobe","","Japan","","07-09 Mar 87","Kobe Japan","","","","","","","","","",""
"869","963","","","","Tokyo","1","03/10/87","03/14/87","4","Harumi","","Japan","","10-14 Mar 87","Harumi, Japan","","","","","","","","","",""
"870","964","","","","15,958 miles","12","03/26/87","03/26/87","0","Vallejo","California","USA","","03/26/87","Vallejo","","","","","","","","","",""
"871","","","","","","","","","","","","","","","","","","","","","","","","",""
"872","967","1988","Caribbean","Golden Bear II","","","01/15/88","01/15/88","0","Vallejo","California","USA","","01/15/88","Vallejo","","","","","","","","","",""
"873","968","","","","","1","01/16/88","01/18/88","2","Long Beach","California","USA","","01/16/88","Long Beach","","","","","","","","","",""
"874","969","","","","delivery of two fire trucks","4","01/22/88","01/24/88","2","San Jose","","Guatemala","","22-24 Jan 88","San Jose, Guatemala","","","","","","","","","",""
"875","970","","","","","2","01/26/88","01/27/88","1","Rodman","Balboa","Panama","","26-27 Jan 88","Rodman, Balboa, Panama","","","","","","","","","",""
"876","971","","","","","2","01/29/88","02/01/88","3","Willemstad"," D.W.I.","Curacao","","29 Jan-01 Feb 88","Willemstad, Curacao, D.W.I.","","","","","","","","","",""
"877","972","","","","delivery of medical supplies","1","02/02/88","02/04/88","2","Caragena","","Columbia","","02-04 Feb 88","Caragena, Columbia","","","","","","","","","",""
"878","973","","","","Transit","1","02/05/88","02/06/88","1","Panama Canal","","Panama","","02/05/88","Panama Canal","","","","","","","","","",""
"879","974","","","","delivery of three dental chairs","3","02/09/88","02/13/88","4","Callao","","Peru","","09-13 Feb 88","Callao, Peru","","","","","","","","","",""
"880","975","","","","","4","02/17/88","02/21/88","4","Valparaiso","","Chile","","17-21 Feb 88","Valparaiso, Chile","","","","","","","","","",""
"881","976","","","","","12","03/04/88","03/08/88","4","Mazatlan","Sinaloa","Mexico","","04-08 Mar 88","Mazatlan, Mexico","","","","","","","","","",""
"882","977","","","","Baha - underway training","1","03/09/88","03/16/88","7","Cabo San Lucas","Baja California","Mexico","","09-16 Mar 88","Cabo San Lucas, Mexico","","","","","","","","","",""
"883","978","","","","","1","03/17/88","03/19/88","2","San Diego","California","USA","","17-19 Mar 88","San Diego","","","","","","","","","",""
"884","979","","","","","0","03/19/88","03/22/88","3","Long Beach","California","USA","","19-22 Mar 88","Long Beach","","","","","","","","","",""
"885","980","","","","","1","03/23/88","03/25/88","2","San Francisco","California","USA","","23-25 Mar 88","San Francisco","","","","","","","","","",""
"886","981","","","","13,238 miles","0","03/25/88","03/25/88","0","Vallejo","California","USA","","03/25/88","Vallejo","","","","","","","","","",""
"887","","","","","","","","","","","","","","","","","","","","","","","","",""
"888","984","1989","""Down Under""","Golden Bear II","","","01/13/89","01/13/89","0","Vallejo","California","USA","","01/13/89","Vallejo","","","","","","","","","",""
"889","985","","","","underway training","6","01/19/89","01/24/89","5","Lahaina Roads","Hawaii","USA","","19-24 Jan 89","Lahaina Roads, Hawaii","","","","","","","","","",""
"890","986","","","","","0","01/24/89","01/26/89","2","Lahaina","Hawaii","USA","","24-26 Jan 89","Lahaina, Maui, Hawaii","","","","","","","","","",""
"891","987","","","","","8","02/03/89","02/07/89","4","Suva","","Fiji","South Pacific","03-07 Feb 89","Suva, Fiji Islands","","","","","","","","","",""
"892","988","","","","","5","02/12/89","02/17/89","5","Sydney","New South Wales","Australia","","12-17 Feb 89","Sydney, NSW, Australia","","","","","","","","","",""
"893","989","","","","","3","02/20/89","02/24/89","4","Noumea","","New Caledonia","South Pacific","20-24 Feb 89","Noumea, New Caledonia","","","","","","","","","",""
"894","990","","","","","10","03/06/89","03/10/89","4","Honolulu","Hawaii","USA","","06-10 Mar 89","Honolulu","","","","","","","","","",""
"895","991","","","","","7","03/17/89","03/19/89","2","Seattle","Washington","USA","","17-19 Mar 89","Seattle","","","","","","","","","",""
"896","992","","","","14,277 miles","2","03/21/89","03/21/89","0","Vallejo","California","USA","","03/21/89","Vallejo","","","","","","","","","",""
"897","","","","","","","","","","","","","","","","","","","","","","","","",""
"898","995","1990-1","Pacific Far East","Golden Bear II","","","01/12/90","01/12/90","0","Vallejo","California","USA","","01/12/90","Vallejo","","","","","","","","","",""
"899","996","","","","Los Angeles","1","01/13/90","01/15/90","2","Long Beach","California","USA","","13-15 Jan 90","Long Beach","","","","","","","","","",""
"900","997","","","","underway training","6","01/21/90","01/26/90","5","Lahaina Roads","Hawaii","USA","","21-26 Jan 90","Lahaina Roads, Hawaii","","","","","","","","","",""
"901","998","","","","","0","01/26/90","01/28/90","2","Lahaina","Hawaii","USA","","26-28 Jan 90","Lahaina, Maui, Hawaii","","","","","","","","","",""
