"New Sort","Original Sort","Year","Trip","Ship","Comments","Transit","Arrival","Departure","Port","Port City","Port State","Port Country","Area","Original Date Span","Original Complete Port","","","","","","","","","",""
"1274","","","","","","","","","","","","","","","","","","","","","","","","",""
"1275","1427","2009-1","Latin America","Golden Bear III","3 days dockside; SF Bay Training","","05/03/09","05/03/09","0","Vallejo","California","USA","","05/03/09","Vallejo, CA","","","","","","","","","",""
"1276","1428","","","","2 days Underway Training","2","05/05/09","05/07/09","2","Santa Catalina Island","California","USA","","05/05/09","Catalina Island","","","","","","","","","",""
"1277","1429","","","","","11","05/18/09","05/21/09","3","Balboa","","Panama","","18-21 May-09","Balboa, Panama","","","","","","","","","",""
"1278","1430","","","","","10","05/31/09","06/03/09","3","Valparaiso","","Chile","","31 May-03 Jun-09","Valparaiso, Chile","","","","","","","","","",""
"1279","1431","","","","","7","06/10/09","06/13/09","3","Guayaquil","","Ecuador","","10-13 Jun-09","Guayaquil, Ecuador","","","","","","","","","",""
"1280","1432","","","","","9","06/22/09","06/25/09","3","Puerto Vallarta","","Mexico","","22-25 Jun-09","Puerto Vallarta, Mexico","","","","","","","","","",""
"1281","1433","","","","LA area Pilotage Training","0","06/25/09","06/30/09","5","Los Angeles","","","","25-30 Jun-09","","","","","","","","","","",""
"1282","1434","","","","End of Cruise 1","0","06/30/09","06/30/09","0","Long Beach","California","USA","","06/30/09","Long Beach, CA","","","","","","","","","",""
"1283","","","","","","","","","","","","","","","","","","","","","","","","",""
"1284","1436"," 2009-2","   Latin America","Golden Bear III","4 days dockside & Reception/LA anchoring exercises","","06/30/09","07/05/09","5","Long Beach","California","USA","","30 Jun-05 Jul-09","Long Beach, CA","","","","","","","","","",""
"1285","1437","","","","2 days Underway Training","0","07/05/09","07/07/09","2","Santa Catalina Island","California","USA","","05-07 Jul-09","Catalina Island","","","","","","","","","",""
"1286","1438","","","","","11","07/18/09","07/21/09","3","Balboa","","Panama","","18-21 Jul-09","Balboa, Panama","","","","","","","","","",""
"1287","1439","","","","","10","07/31/09","08/03/09","3","Valparaiso","","Chile","","31 Jul-03 Aug-09","Valparaiso, Chile","","","","","","","","","",""
"1288","1440","","","","","7","08/10/09","08/13/09","3","Guayaquil","","Ecuador","","10-13 Aug-09","Guayaquil, Ecuador","","","","","","","","","",""
"1289","1441","","","","","9","08/22/09","08/25/09","3","Puerto Vallarta","","Mexico","","22-25 Aug-09","Puerto Vallarta, Mexico","","","","","","","","","",""
"1290","1442","","","","End of Cruise 2 @ 1200","5","08/30/09","08/30/09","0","Vallejo","California","USA","","08/30/09","Vallejo, CA","","","","","","","","","",""
"1291","","","","","","","","","","","","","","","","","","","","","","","","",""
"1292","1445","2010-1","Far East","Golden Bear III","","","05/02/10","05/02/10","0","Vallejo","California","USA","","05/02/10","Vallejo, CA","","","","","","","","","",""
"1293","1446","","","","","19","05/21/10","05/22/10","1","Busan","","Korea","","21-22 May-10","Busan, Rep. of Korea","","","","","","","","","",""
"1294","1447","","","","","6","05/28/10","05/31/10","3","Kobe","","Japan","","28-31 May-10","Kobe, Japan","","","","","","","","","",""
"1295","1448","","","","","5","06/05/10","06/08/10","3","Apra","Guam","","South Pacific","05-08 Jun-10","Apra, Guam","","","","","","","","","",""
"1296","1449","","","","2 days Underway Training","1","06/09/10","06/10/10","1","Guam Coastal","","","","09-10 Jun-10","","","","","","","","","","",""
"1297","1450","","","","","1","06/11/10","06/15/10","4","Saipan","","Japan","","11-15 Jun-10","Saipan, Japan","","","","","","","","","",""
"1298","1451","","","","Exploration","6","06/21/10","06/21/10","0","Wake Island","","","South Pacific","06/21/10","Wake Island","","","","","","","","","",""
"1299","1452","","","","Cruise 1 Ends","7","06/28/10","06/28/10","0","Honolulu","Hawaii","USA","","06/28/10","Honolulu, Hawaii","","","","","","","","","",""
"1300","","","","","","","","","","","","","","","","","","","","","","","","",""
"1301","1454","2010-2","Far East","Golden Bear III","Cruise 2 Begins","","06/28/10","07/02/10","4","Honolulu","Hawaii","USA","","28 Jun-02 Jul-10","Honolulu, Hawaii","","","","","","","","","",""
"1302","1455","","","","Exploration","9","07/11/10","07/11/10","0","Wake Island","","","South Pacific","07/11/10","Wake Island","","","","","","","","","",""
"1303","1456","","","","","5","07/16/10","07/20/10","4","Saipan","","Japan","","16-20 Jul-10","Saipan, Japan","","","","","","","","","",""
"1304","1457","","","","Underway Training","0","07/20/10","07/21/10","1","Saipan","","","","20-21 Jul-10","","","","","","","","","","",""
"1305","1458","","","","","5","07/26/10","07/29/10","3","Kobe","","Japan","","26-29 Jul-10","Kobe, Japan","","","","","","","","","",""
"1306","1459","","","","","4","08/02/10","08/05/10","3","Busan","","Korea","","02-05 Aug-10","Busan, Rep. of Korea","","","","","","","","","",""
"1307","1460","","","","","17","08/22/10","08/25/10","3","Seattle","Washington","USA","","22-25 Aug-10","Seattle, WA","","","","","","","","","",""
"1308","1461","","","","Cruise 2 Ends","3","08/28/10","08/28/10","0","Vallejo","California","USA","","08/28/10","Vallejo, CA","","","","","","","","","",""
"1309","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","1464","2011-1","South Pacific","Golden Bear III","Cruise 1 Begins","","04/27/11","05/01/11","4","Vallejo","California","USA","","27 Apr-01 May-11","Vallejo, CA","","","","","","","","","",""
"1311","1465","","","","Fueling","1","05/02/11","05/03/11","1","Long Beach","California","USA","","02-03 May-11","Long Beach, CA","","","","","","","","","",""
"1312","1466","","","","","15","05/18/11","05/21/11","3","Pago Pago","","American Samoa","South Pacific","18-21 May-11","Pago Pago, American Samoa","","","","","","","","","",""
"1313","1467","","","","Ambassador Reception on TSGB3","8","05/29/11","06/01/11","3","Wellington","","New Zealand","","29 May-01 Jun-11","Wellington, N. Z.","","","","","","","","","",""
"1314","1468","","","","Ambassador Reception on TSGB3","5","06/06/11","06/09/11","3","Sydney","New South Wales","Australia","","06-09 Jun-11","Sydney, Australia","","","","","","","","","",""
"1315","1469","","","","","15","06/24/11","06/27/11","3","Lahaina","Hawaii","USA","","24-27 Jun-11","Lahaina, Hawaii","","","","","","","","","",""
"1316","1470","","","","Cruise 1 Ends","1","06/28/11","06/28/11","0","Honolulu","Hawaii","USA","","06/28/11","Honolulu, Hawaii","","","","","","","","","",""
"1317","","","","","","","","","","","","","","","","","","","","","","","","",""
"1318","1472","2011-2","South Pacific","Golden Bear III","Cruise 2 Begins","","06/28/11","07/01/11","3","Honolulu","Hawaii","USA","","28 Jun-01 Jul-11","Honolulu, Hawaii","","","","","","","","","",""
"1319","1473","","","","Lanai 500 underway training-no port of call","0","07/01/11","07/02/11","1","Lanai","Hawaii","USA","","01-02 Jul-11","Lanai, Hawaii","","","","","","","","","",""
"1320","1474","","","","","18","07/20/11","07/23/11","3","Brisbane","","Australia","","20-23 Jul-11","Brisbank, Australia","","","","","","","","","",""
"1321","1475","","","","","5","07/28/11","07/31/11","3","Auckland","","New Zealand","","28-31 Jul-11","Auckland, N. Z.","","","","","","","","","",""
"1322","1476","","","","","6","08/06/11","08/09/11","3","Pago Pago","","American Samoa","South Pacific","06-09 Aug-11","Pago Pago, American Samoa","","","","","","","","","",""
"1323","1477","","","","Reception","13","08/22/11","08/25/11","3","San Diego","California","USA","","22-25 Aug-11","San Diego, CA","","","","","","","","","",""
"1324","1478","","","","Cruise 2 Ends","2","08/27/11","08/28/11","1","Vallejo","California","USA","","27-28 Aug-11","Vallejo, CA","","","","","","","","","",""
"1325","","","","","","","","","","","","","","","","","","","","","","","","",""
"1326","1481","2012-1","Central America","Golden Bear III","Cruise 1 Begins","","04/25/12","04/29/12","4","Vallejo","California","USA","","25-29 Apr-12","Vallejo, CA","","","","","","","","","",""
"1327","1482","","","","Reception: 30-Jun-12","0","04/29/12","05/01/12","2","Sacramento","California","USA","","29 Apr-01 May-12","Sacramento, CA","","","","","","","","","",""
"1328","1483","","","","Fueling","2","05/03/12","05/04/12","1","Long Beach","California","USA","","03-04 May-12","Long Beach, CA","","","","","","","","","",""
"1329","1484","","","","Catalina 500 - underway training","0","05/04/12","05/06/12","2","Santa Catalina Island","California","USA","","04-06 May-12","Catalina Island, CA","","","","","","","","","",""
"1330","1485","","","","","13","05/19/12","05/22/12","3","Punta Arenas, Costa Rica","","Costa Rica","","19-22 May-12","Puntarenas, Costa Rica ","","","","","","","","","",""
"1331","1486","","","","Transit","2","05/24/12","05/25/12","1","Panama Canal","","Panama","","24-25 May-12","Panama Canal","","","","","","","","","",""
"1332","1487","","","","Deliver 1st aid supplies - Cancelled","4","05/29/12","05/29/12","0","Port au Prince","","Haiti","","05/29/12","Port au Prince, Haiti","","","","","","","","","",""
"1333","1488","","","","","2","05/31/12","06/03/12","3","Montego Bay","","Jamaica","","31 May-03 Jun-12","Montego Bay, Jamaica","","","","","","","","","",""
"1334","1489","","","","Transit","4","06/07/12","06/08/12","1","Panama Canal","","Panama","","07-08 Jun-12","Panama Canal","","","","","","","","","",""
"1335","1490","","","","","4","06/12/12","06/15/12","3","La Union","","El Salvador","","12-15 Jun-12","La Union, El Salvador","","","","","","","","","",""
"1336","1491","","","","Reception: 25-Jun-12","9","06/24/12","06/27/12","3","Los Angeles","California","USA","","24-27 Jun-12","Los Angeles, CA","","","","","","","","","",""
"1337","1492","","","","Cruise 1 Ends","2","06/29/12","06/29/12","0","Vallejo","California","USA","","06/29/12","Vallejo, CA","","","","","","","","","",""
"1338","","","","","","","","","","","","","","","","","","","","","","","","",""
"1339","1495","2013-1","East Pacific","Golden Bear III","Cruise 1 Begins","","05/09/13","05/12/13","3","Vallejo","California","USA","","09-12 May-13","Vallejo, CA","","","","","","","","","",""
"1340","1496","","","","""In the Bay"" training","0","05/12/13","05/13/13","1","San Francisco","California","USA","","12-13 May-13","San Francisco, CA","","","","","","","","","",""
"1341","1497","","","","Captain's Reception: 22-May-13","8","05/21/13","05/24/13","3","Honolulu","Hawaii","USA","","21-24 May-13","Honolulu, Hawaii","","","","","","","","","",""
"1342","1498","","","","","5","05/29/13","06/01/13","3","Lahaina","Hawaii","USA","","29 May-01 Jun-13","Lahaina, Hawaii","","","","","","","","","",""
"1343","1499","","","","","13","06/14/13","06/17/13","3","Cabo San Lucas","Baja California","Mexico","","14-17 Jun-13","Cabo San Lucas, Mexico","","","","","","","","","",""
"1344","1500","","","","Catalina 500","6","06/23/13","06/25/13","2","Santa Catalina Island","California","USA","","23-25 Jun-13","Catalina Island","","","","","","","","","",""
"1345","1501","","","","Captain's Reception: 02-Jul-13","7","07/02/13","07/05/13","3","Seattle","Washington","USA","","02-05 Jul-13","Seattle, WA","","","","","","","","","",""
"1346","1502","","","","Captain's Reception: 08-Jul-13","2","07/07/13","07/10/13","3","Portland","Oregon","USA","","07-10 Jul-13","Portland, OR","","","","","","","","","",""
"1347","1503","","","","Cruise 1 Ends","2","07/12/13","07/12/13","0","Vallejo","California","USA","","07/12/13","Vallejo, CA","","","","","","","","","",""
"1348","","","","","","","","","","","","","","","","","","","","","","","","",""
"1349","1506","2014-1","Far East","Golden Bear III","Cruise 1 Begins","","04/23/14","04/27/14","4","Vallejo","California","USA","","           23-27 Apr-14","Vallejo, CA","","","","","","","","","",""
"1350","1507","","","","Captain's Reception 12 May-14","15","05/12/14","05/15/14","3","Busan","","Korea","","          12-15 May-14","Busan, S. Korea","","","","","","","","","",""
"1351","1508","","","","Captain's Reception 23 May-14","7","05/22/14","05/25/14","3","Ha Long","","Vietnam","","          22-25 May-14","Ha Long, Vietnam","","","","","","","","","",""
"1352","1509","","","","Captain's Reception 03 Jun-14","8","06/02/14","06/06/14","4","Saipan","Northern Mariana Islands","Northern Mariana Islands","South Pacific","           02-06 Jun-14","Saipan, CNMI","","","","","","","","","",""
"1353","1510","","","","","13","06/19/14","06/21/14","2","Lahaina","Hawaii","USA","","           19-21 Jun-14","Lahaina, HI 500","","","","","","","","","",""
"1354","1511","","","","Captain's Reception 24 Jun-14","1","06/22/14","06/25/14","3","Honolulu","Hawaii","USA","","           22-25 Jun-14","Honolulu, HI","","","","","","","","","",""
"1355","1512","","","","Cruise 1 Ends","0","06/25/14","06/25/14","0","Honolulu","Hawaii","USA","","                25 Jun-14","Honolulu, HI","","","","","","","","","",""
"1356","","","","","","","","","","","","","","","","","","","","","","","","",""
"1357","1514","2014-2","Far East","Golden Bear III","Cruise 2 Begins","","06/25/14","06/28/14","3","Honolulu","Hawaii","USA","","          25-28 Jun-14","Honolulu, HI","","","","","","","","","",""
"1358","1515","","","","","11","07/09/14","07/12/14","3","Saipan","Northern Mariana Islands","Northern Mariana Islands","South Pacific","            09-12 Jul-14","Saipan, CNMI","","","","","","","","","",""
"1359","1516","","","","Captain's Reception 21 Jul-14","8","07/20/14","07/23/14","3","Ha Long","","Vietnam","","            20-23 Jul-14","Ha Long, Vietnam","","","","","","","","","",""
"1360","1517","","","","Captain's Reception 31 Jul-14","7","07/30/14","08/02/14","3","Busan","","Korea","","    30 Jul-02 Aug-14","Busan, S. Korea","","","","","","","","","",""
"1361","1518","","","","","15","08/17/14","08/19/14","2","Santa Catalina Island","California","USA","","          17-19 Aug-14","Catalina 500","","","","","","","","","",""
"1362","1519","","","","Captain's Reception 22 Aug-14","1","08/20/14","08/23/14","3","San Diego","California","USA","","          20-23 Aug-14","San Diego, CA","","","","","","","","","",""
"1363","1520","","","","Cruise 2 Ends","1","08/24/14","08/25/14","1","Vallejo","California","USA","","          24-25 Aug-14","Vallejo, CA","","","","","","","","","",""
"1364","","","","","","","","","","","","","","","","","","","","","","","","",""
"1365","1523","2015-1","Mediterranean","Golden Bear III","Cruise 1 Begins","","04/22/15","04/26/15","4","Vallejo","California","USA","","22-26 Apr-15","Vallejo, CA","","","","","","","","","",""
